LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ISL,ELDLYPOP,TOT,PC_POP,A,1961,8.185311795,
ISL,ELDLYPOP,TOT,PC_POP,A,1962,8.271921744,
ISL,ELDLYPOP,TOT,PC_POP,A,1963,8.324894424,
ISL,ELDLYPOP,TOT,PC_POP,A,1964,8.362656959,
ISL,ELDLYPOP,TOT,PC_POP,A,1965,8.431234886,
ISL,ELDLYPOP,TOT,PC_POP,A,1966,8.480937577,
ISL,ELDLYPOP,TOT,PC_POP,A,1967,8.490267009,
ISL,ELDLYPOP,TOT,PC_POP,A,1968,8.55737591,
ISL,ELDLYPOP,TOT,PC_POP,A,1969,8.683679992,
ISL,ELDLYPOP,TOT,PC_POP,A,1970,8.803157926,
ISL,ELDLYPOP,TOT,PC_POP,A,1971,8.900091704,
ISL,ELDLYPOP,TOT,PC_POP,A,1972,8.953461128,
ISL,ELDLYPOP,TOT,PC_POP,A,1973,8.996966785,
ISL,ELDLYPOP,TOT,PC_POP,A,1974,9.071308421,
ISL,ELDLYPOP,TOT,PC_POP,A,1975,9.161184361,
ISL,ELDLYPOP,TOT,PC_POP,A,1976,9.296346598,
ISL,ELDLYPOP,TOT,PC_POP,A,1977,9.467946493,
ISL,ELDLYPOP,TOT,PC_POP,A,1978,9.631962494,
ISL,ELDLYPOP,TOT,PC_POP,A,1979,9.769906173,
ISL,ELDLYPOP,TOT,PC_POP,A,1980,9.864859534,
ISL,ELDLYPOP,TOT,PC_POP,A,1981,9.909991896,
ISL,ELDLYPOP,TOT,PC_POP,A,1982,9.941630498,
ISL,ELDLYPOP,TOT,PC_POP,A,1983,9.994261022,
ISL,ELDLYPOP,TOT,PC_POP,A,1984,10.05110519,
ISL,ELDLYPOP,TOT,PC_POP,A,1985,10.15247982,
ISL,ELDLYPOP,TOT,PC_POP,A,1986,10.31716334,
ISL,ELDLYPOP,TOT,PC_POP,A,1987,10.44032473,
ISL,ELDLYPOP,TOT,PC_POP,A,1988,10.47154172,
ISL,ELDLYPOP,TOT,PC_POP,A,1989,10.52635742,
ISL,ELDLYPOP,TOT,PC_POP,A,1990,10.63888235,
ISL,ELDLYPOP,TOT,PC_POP,A,1991,10.72751605,
ISL,ELDLYPOP,TOT,PC_POP,A,1992,10.80929926,
ISL,ELDLYPOP,TOT,PC_POP,A,1993,10.91760513,
ISL,ELDLYPOP,TOT,PC_POP,A,1994,11.04987952,
ISL,ELDLYPOP,TOT,PC_POP,A,1995,11.23727413,
ISL,ELDLYPOP,TOT,PC_POP,A,1996,11.40310429,
ISL,ELDLYPOP,TOT,PC_POP,A,1997,11.51218972,
ISL,ELDLYPOP,TOT,PC_POP,A,1998,11.56800426,
ISL,ELDLYPOP,TOT,PC_POP,A,1999,11.57564964,
ISL,ELDLYPOP,TOT,PC_POP,A,2000,11.57432432,
ISL,ELDLYPOP,TOT,PC_POP,A,2001,11.60192301,
ISL,ELDLYPOP,TOT,PC_POP,A,2002,11.67169827,
ISL,ELDLYPOP,TOT,PC_POP,A,2003,11.73485953,
ISL,ELDLYPOP,TOT,PC_POP,A,2004,11.76744489,
ISL,ELDLYPOP,TOT,PC_POP,A,2005,11.73171932,
ISL,ELDLYPOP,TOT,PC_POP,A,2006,11.63161984,
ISL,ELDLYPOP,TOT,PC_POP,A,2007,11.5599534,
ISL,ELDLYPOP,TOT,PC_POP,A,2008,11.59059117,
ISL,ELDLYPOP,TOT,PC_POP,A,2009,11.81189384,
ISL,ELDLYPOP,TOT,PC_POP,A,2010,12.14423162,
ISL,ELDLYPOP,TOT,PC_POP,A,2011,12.45850457,
ISL,ELDLYPOP,TOT,PC_POP,A,2012,12.78392881,
ISL,ELDLYPOP,TOT,PC_POP,A,2013,13.08333565,
ISL,ELDLYPOP,TOT,PC_POP,A,2014,13.37593431,
ISL,ELDLYPOP,TOT,PC_POP,A,2015,13.69544583,
ISL,ELDLYPOP,TOT,PC_POP,A,2016,13.93861702,
ISL,ELDLYPOP,TOT,PC_POP,A,2017,14.03935364,
ISL,ELDLYPOP,TOT,PC_POP,A,2018,14.13634534,
ISL,ELDLYPOP,TOT,PC_POP,A,2019,14.31253779,
ISL,ELDLYPOP,TOT,PC_POP,A,2020,14.5753175,
IRL,ELDLYPOP,TOT,PC_POP,A,1950,10.68036376,
IRL,ELDLYPOP,TOT,PC_POP,A,1951,10.6870229,
IRL,ELDLYPOP,TOT,PC_POP,A,1952,10.73182295,
IRL,ELDLYPOP,TOT,PC_POP,A,1953,10.77653442,
IRL,ELDLYPOP,TOT,PC_POP,A,1954,10.82211342,
IRL,ELDLYPOP,TOT,PC_POP,A,1955,10.87678455,
IRL,ELDLYPOP,TOT,PC_POP,A,1956,10.92289115,
IRL,ELDLYPOP,TOT,PC_POP,A,1957,10.97286244,
IRL,ELDLYPOP,TOT,PC_POP,A,1958,11.02464332,
IRL,ELDLYPOP,TOT,PC_POP,A,1959,11.07675007,
IRL,ELDLYPOP,TOT,PC_POP,A,1960,11.12601956,
IRL,ELDLYPOP,TOT,PC_POP,A,1961,11.17695064,
IRL,ELDLYPOP,TOT,PC_POP,A,1962,11.18335041,
IRL,ELDLYPOP,TOT,PC_POP,A,1963,11.19298246,
IRL,ELDLYPOP,TOT,PC_POP,A,1964,11.19142398,
IRL,ELDLYPOP,TOT,PC_POP,A,1965,11.19340705,
IRL,ELDLYPOP,TOT,PC_POP,A,1966,11.19972261,
IRL,ELDLYPOP,TOT,PC_POP,A,1967,11.17701831,
IRL,ELDLYPOP,TOT,PC_POP,A,1968,11.15651398,
IRL,ELDLYPOP,TOT,PC_POP,A,1969,11.14453713,
IRL,ELDLYPOP,TOT,PC_POP,A,1970,11.13597071,
IRL,ELDLYPOP,TOT,PC_POP,A,1971,11.0771607,
IRL,ELDLYPOP,TOT,PC_POP,A,1972,11.030287,
IRL,ELDLYPOP,TOT,PC_POP,A,1973,10.98600716,
IRL,ELDLYPOP,TOT,PC_POP,A,1974,10.93825026,
IRL,ELDLYPOP,TOT,PC_POP,A,1975,10.8900919,
IRL,ELDLYPOP,TOT,PC_POP,A,1976,10.84949501,
IRL,ELDLYPOP,TOT,PC_POP,A,1977,10.81023259,
IRL,ELDLYPOP,TOT,PC_POP,A,1978,10.76946288,
IRL,ELDLYPOP,TOT,PC_POP,A,1979,10.73273559,
IRL,ELDLYPOP,TOT,PC_POP,A,1980,10.72625698,
IRL,ELDLYPOP,TOT,PC_POP,A,1981,10.71615264,
IRL,ELDLYPOP,TOT,PC_POP,A,1982,10.74137931,
IRL,ELDLYPOP,TOT,PC_POP,A,1983,10.76769406,
IRL,ELDLYPOP,TOT,PC_POP,A,1984,10.78775857,
IRL,ELDLYPOP,TOT,PC_POP,A,1985,10.81355932,
IRL,ELDLYPOP,TOT,PC_POP,A,1986,10.85691691,
IRL,ELDLYPOP,TOT,PC_POP,A,1987,10.9460031,
IRL,ELDLYPOP,TOT,PC_POP,A,1988,11.13660181,
IRL,ELDLYPOP,TOT,PC_POP,A,1989,11.32355036,
IRL,ELDLYPOP,TOT,PC_POP,A,1990,11.40966399,
IRL,ELDLYPOP,TOT,PC_POP,A,1991,11.42751794,
IRL,ELDLYPOP,TOT,PC_POP,A,1992,11.41651428,
IRL,ELDLYPOP,TOT,PC_POP,A,1993,11.41546123,
IRL,ELDLYPOP,TOT,PC_POP,A,1994,11.39462896,
IRL,ELDLYPOP,TOT,PC_POP,A,1995,11.42087579,
IRL,ELDLYPOP,TOT,PC_POP,A,1996,11.41401185,
IRL,ELDLYPOP,TOT,PC_POP,A,1997,11.35972828,
IRL,ELDLYPOP,TOT,PC_POP,A,1998,11.34784485,
IRL,ELDLYPOP,TOT,PC_POP,A,1999,11.27621072,
IRL,ELDLYPOP,TOT,PC_POP,A,2000,11.20680738,
IRL,ELDLYPOP,TOT,PC_POP,A,2001,11.172079,
IRL,ELDLYPOP,TOT,PC_POP,A,2002,11.13041627,
IRL,ELDLYPOP,TOT,PC_POP,A,2003,11.10355081,
IRL,ELDLYPOP,TOT,PC_POP,A,2004,11.11668976,
IRL,ELDLYPOP,TOT,PC_POP,A,2005,11.10060164,
IRL,ELDLYPOP,TOT,PC_POP,A,2006,10.92302753,
IRL,ELDLYPOP,TOT,PC_POP,A,2007,10.76412265,
IRL,ELDLYPOP,TOT,PC_POP,A,2008,10.78565106,
IRL,ELDLYPOP,TOT,PC_POP,A,2009,11.00504148,
IRL,ELDLYPOP,TOT,PC_POP,A,2010,11.30800878,
IRL,ELDLYPOP,TOT,PC_POP,A,2011,11.61914783,
IRL,ELDLYPOP,TOT,PC_POP,A,2012,11.97416808,
IRL,ELDLYPOP,TOT,PC_POP,A,2013,12.33427576,
IRL,ELDLYPOP,TOT,PC_POP,A,2014,12.68951918,
IRL,ELDLYPOP,TOT,PC_POP,A,2015,13.01829627,
IRL,ELDLYPOP,TOT,PC_POP,A,2016,13.28904124,
IRL,ELDLYPOP,TOT,PC_POP,A,2017,13.56032042,
IRL,ELDLYPOP,TOT,PC_POP,A,2018,13.86370024,
IRL,ELDLYPOP,TOT,PC_POP,A,2019,14.14781197,
IRL,ELDLYPOP,TOT,PC_POP,A,2020,14.46809135,
ITA,ELDLYPOP,TOT,PC_POP,A,1950,8.25760852,
ITA,ELDLYPOP,TOT,PC_POP,A,1951,8.32446636,
ITA,ELDLYPOP,TOT,PC_POP,A,1952,8.267767085,
ITA,ELDLYPOP,TOT,PC_POP,A,1953,8.390309656,
ITA,ELDLYPOP,TOT,PC_POP,A,1954,8.533076624,
ITA,ELDLYPOP,TOT,PC_POP,A,1955,8.684318381,
ITA,ELDLYPOP,TOT,PC_POP,A,1956,8.788448369,
ITA,ELDLYPOP,TOT,PC_POP,A,1957,8.8957157,
ITA,ELDLYPOP,TOT,PC_POP,A,1958,9.032226234,
ITA,ELDLYPOP,TOT,PC_POP,A,1959,9.179891412,
ITA,ELDLYPOP,TOT,PC_POP,A,1960,9.309195362,
ITA,ELDLYPOP,TOT,PC_POP,A,1961,9.456553307,
ITA,ELDLYPOP,TOT,PC_POP,A,1962,9.605635928,
ITA,ELDLYPOP,TOT,PC_POP,A,1963,9.704801986,
ITA,ELDLYPOP,TOT,PC_POP,A,1964,9.819233926,
ITA,ELDLYPOP,TOT,PC_POP,A,1965,9.967664854,
ITA,ELDLYPOP,TOT,PC_POP,A,1966,10.13118795,
ITA,ELDLYPOP,TOT,PC_POP,A,1967,10.31629924,
ITA,ELDLYPOP,TOT,PC_POP,A,1968,10.48909274,
ITA,ELDLYPOP,TOT,PC_POP,A,1969,10.66547827,
ITA,ELDLYPOP,TOT,PC_POP,A,1970,10.89330572,
ITA,ELDLYPOP,TOT,PC_POP,A,1971,11.15984763,
ITA,ELDLYPOP,TOT,PC_POP,A,1972,11.40025132,
ITA,ELDLYPOP,TOT,PC_POP,A,1973,11.60921624,
ITA,ELDLYPOP,TOT,PC_POP,A,1974,11.82716223,
ITA,ELDLYPOP,TOT,PC_POP,A,1975,12.04554774,
ITA,ELDLYPOP,TOT,PC_POP,A,1976,12.25174883,
ITA,ELDLYPOP,TOT,PC_POP,A,1977,12.46774239,
ITA,ELDLYPOP,TOT,PC_POP,A,1978,12.71223212,
ITA,ELDLYPOP,TOT,PC_POP,A,1979,12.94929929,
ITA,ELDLYPOP,TOT,PC_POP,A,1980,13.14775366,
ITA,ELDLYPOP,TOT,PC_POP,A,1981,13.22904344,
ITA,ELDLYPOP,TOT,PC_POP,A,1982,13.15755988,
ITA,ELDLYPOP,TOT,PC_POP,A,1983,12.98969155,
ITA,ELDLYPOP,TOT,PC_POP,A,1984,12.88952617,
ITA,ELDLYPOP,TOT,PC_POP,A,1985,13.06597433,
ITA,ELDLYPOP,TOT,PC_POP,A,1986,13.41891288,
ITA,ELDLYPOP,TOT,PC_POP,A,1987,13.78177771,
ITA,ELDLYPOP,TOT,PC_POP,A,1988,14.15493643,
ITA,ELDLYPOP,TOT,PC_POP,A,1989,14.52916476,
ITA,ELDLYPOP,TOT,PC_POP,A,1990,14.89765757,
ITA,ELDLYPOP,TOT,PC_POP,A,1991,15.27149527,
ITA,ELDLYPOP,TOT,PC_POP,A,1992,15.64254063,
ITA,ELDLYPOP,TOT,PC_POP,A,1993,15.98736152,
ITA,ELDLYPOP,TOT,PC_POP,A,1994,16.31778359,
ITA,ELDLYPOP,TOT,PC_POP,A,1995,16.68678976,
ITA,ELDLYPOP,TOT,PC_POP,A,1996,17.06134963,
ITA,ELDLYPOP,TOT,PC_POP,A,1997,17.37862634,
ITA,ELDLYPOP,TOT,PC_POP,A,1998,17.67237816,
ITA,ELDLYPOP,TOT,PC_POP,A,1999,17.96508931,
ITA,ELDLYPOP,TOT,PC_POP,A,2000,18.27092703,
ITA,ELDLYPOP,TOT,PC_POP,A,2001,18.56926208,
ITA,ELDLYPOP,TOT,PC_POP,A,2002,18.84470723,
ITA,ELDLYPOP,TOT,PC_POP,A,2003,19.08724073,
ITA,ELDLYPOP,TOT,PC_POP,A,2004,19.34742264,
ITA,ELDLYPOP,TOT,PC_POP,A,2005,19.66344342,
ITA,ELDLYPOP,TOT,PC_POP,A,2006,19.94191493,
ITA,ELDLYPOP,TOT,PC_POP,A,2007,20.10523579,
ITA,ELDLYPOP,TOT,PC_POP,A,2008,20.20132413,
ITA,ELDLYPOP,TOT,PC_POP,A,2009,20.30548973,
ITA,ELDLYPOP,TOT,PC_POP,A,2010,20.40165664,
ITA,ELDLYPOP,TOT,PC_POP,A,2011,20.635531,
ITA,ELDLYPOP,TOT,PC_POP,A,2012,20.98366036,
ITA,ELDLYPOP,TOT,PC_POP,A,2013,21.32302673,
ITA,ELDLYPOP,TOT,PC_POP,A,2014,21.68477698,
ITA,ELDLYPOP,TOT,PC_POP,A,2015,22.00158762,
ITA,ELDLYPOP,TOT,PC_POP,A,2016,22.27649836,
ITA,ELDLYPOP,TOT,PC_POP,A,2017,22.52173227,
ITA,ELDLYPOP,TOT,PC_POP,A,2018,22.76187824,
ITA,ELDLYPOP,TOT,PC_POP,A,2019,23.06439458,
ITA,ELDLYPOP,TOT,PC_POP,A,2020,23.36618254,
JPN,ELDLYPOP,TOT,PC_POP,A,1950,4.94032759,
JPN,ELDLYPOP,TOT,PC_POP,A,1951,4.941111436,
JPN,ELDLYPOP,TOT,PC_POP,A,1952,5.013197581,
JPN,ELDLYPOP,TOT,PC_POP,A,1953,5.086089184,
JPN,ELDLYPOP,TOT,PC_POP,A,1954,5.20446001,
JPN,ELDLYPOP,TOT,PC_POP,A,1955,5.313526841,
JPN,ELDLYPOP,TOT,PC_POP,A,1956,5.363788025,
JPN,ELDLYPOP,TOT,PC_POP,A,1957,5.418082452,
JPN,ELDLYPOP,TOT,PC_POP,A,1958,5.503468976,
JPN,ELDLYPOP,TOT,PC_POP,A,1959,5.601389097,
JPN,ELDLYPOP,TOT,PC_POP,A,1960,5.724171895,
JPN,ELDLYPOP,TOT,PC_POP,A,1961,5.832583184,
JPN,ELDLYPOP,TOT,PC_POP,A,1962,5.980399013,
JPN,ELDLYPOP,TOT,PC_POP,A,1963,6.06666804,
JPN,ELDLYPOP,TOT,PC_POP,A,1964,6.185919886,
JPN,ELDLYPOP,TOT,PC_POP,A,1965,6.285324304,
JPN,ELDLYPOP,TOT,PC_POP,A,1966,6.477530057,
JPN,ELDLYPOP,TOT,PC_POP,A,1967,6.646014138,
JPN,ELDLYPOP,TOT,PC_POP,A,1968,6.798730044,
JPN,ELDLYPOP,TOT,PC_POP,A,1969,6.922939193,
JPN,ELDLYPOP,TOT,PC_POP,A,1970,7.063755717,
JPN,ELDLYPOP,TOT,PC_POP,A,1971,7.194633365,
JPN,ELDLYPOP,TOT,PC_POP,A,1972,7.341058599,
JPN,ELDLYPOP,TOT,PC_POP,A,1973,7.501290512,
JPN,ELDLYPOP,TOT,PC_POP,A,1974,7.680402992,
JPN,ELDLYPOP,TOT,PC_POP,A,1975,7.922964342,
JPN,ELDLYPOP,TOT,PC_POP,A,1976,8.136461704,
JPN,ELDLYPOP,TOT,PC_POP,A,1977,8.375501248,
JPN,ELDLYPOP,TOT,PC_POP,A,1978,8.614581127,
JPN,ELDLYPOP,TOT,PC_POP,A,1979,8.877357841,
JPN,ELDLYPOP,TOT,PC_POP,A,1980,9.100863626,
JPN,ELDLYPOP,TOT,PC_POP,A,1981,9.33922495,
JPN,ELDLYPOP,TOT,PC_POP,A,1982,9.563103059,
JPN,ELDLYPOP,TOT,PC_POP,A,1983,9.769260307,
JPN,ELDLYPOP,TOT,PC_POP,A,1984,9.944605794,
JPN,ELDLYPOP,TOT,PC_POP,A,1985,10.30357453,
JPN,ELDLYPOP,TOT,PC_POP,A,1986,10.57809633,
JPN,ELDLYPOP,TOT,PC_POP,A,1987,10.8965592,
JPN,ELDLYPOP,TOT,PC_POP,A,1988,11.22779502,
JPN,ELDLYPOP,TOT,PC_POP,A,1989,11.61093219,
JPN,ELDLYPOP,TOT,PC_POP,A,1990,12.07928083,
JPN,ELDLYPOP,TOT,PC_POP,A,1991,12.5619302,
JPN,ELDLYPOP,TOT,PC_POP,A,1992,13.051097,
JPN,ELDLYPOP,TOT,PC_POP,A,1993,13.54323985,
JPN,ELDLYPOP,TOT,PC_POP,A,1994,14.0641528,
JPN,ELDLYPOP,TOT,PC_POP,A,1995,14.55660603,
JPN,ELDLYPOP,TOT,PC_POP,A,1996,15.10906455,
JPN,ELDLYPOP,TOT,PC_POP,A,1997,15.66151657,
JPN,ELDLYPOP,TOT,PC_POP,A,1998,16.21219898,
JPN,ELDLYPOP,TOT,PC_POP,A,1999,16.72259918,
JPN,ELDLYPOP,TOT,PC_POP,A,2000,17.36689509,
JPN,ELDLYPOP,TOT,PC_POP,A,2001,17.9643494,
JPN,ELDLYPOP,TOT,PC_POP,A,2002,18.5420018,
JPN,ELDLYPOP,TOT,PC_POP,A,2003,19.05045487,
JPN,ELDLYPOP,TOT,PC_POP,A,2004,19.48201461,
JPN,ELDLYPOP,TOT,PC_POP,A,2005,20.16231624,
JPN,ELDLYPOP,TOT,PC_POP,A,2006,20.82206628,
JPN,ELDLYPOP,TOT,PC_POP,A,2007,21.49491556,
JPN,ELDLYPOP,TOT,PC_POP,A,2008,22.09792389,
JPN,ELDLYPOP,TOT,PC_POP,A,2009,22.74863906,
JPN,ELDLYPOP,TOT,PC_POP,A,2010,23.02379718,
JPN,ELDLYPOP,TOT,PC_POP,A,2011,23.2800724,
JPN,ELDLYPOP,TOT,PC_POP,A,2012,24.14813417,
JPN,ELDLYPOP,TOT,PC_POP,A,2013,25.05693649,
JPN,ELDLYPOP,TOT,PC_POP,A,2014,25.9660115,
JPN,ELDLYPOP,TOT,PC_POP,A,2015,26.64781223,
JPN,ELDLYPOP,TOT,PC_POP,A,2016,27.25112708,
JPN,ELDLYPOP,TOT,PC_POP,A,2017,27.74276257,
JPN,ELDLYPOP,TOT,PC_POP,A,2018,28.1374116,
JPN,ELDLYPOP,TOT,PC_POP,A,2019,28.44238968,
JPN,ELDLYPOP,TOT,PC_POP,A,2020,28.78893945,
KOR,ELDLYPOP,TOT,PC_POP,A,1950,2.86809068,
KOR,ELDLYPOP,TOT,PC_POP,A,1951,2.957706512,
KOR,ELDLYPOP,TOT,PC_POP,A,1952,3.059914647,
KOR,ELDLYPOP,TOT,PC_POP,A,1953,3.154529596,
KOR,ELDLYPOP,TOT,PC_POP,A,1954,3.222041071,
KOR,ELDLYPOP,TOT,PC_POP,A,1955,3.255868908,
KOR,ELDLYPOP,TOT,PC_POP,A,1956,3.319164746,
KOR,ELDLYPOP,TOT,PC_POP,A,1957,3.349637422,
KOR,ELDLYPOP,TOT,PC_POP,A,1958,3.359466312,
KOR,ELDLYPOP,TOT,PC_POP,A,1959,3.362995068,
KOR,ELDLYPOP,TOT,PC_POP,A,1960,2.904362457,
KOR,ELDLYPOP,TOT,PC_POP,A,1961,2.914268919,
KOR,ELDLYPOP,TOT,PC_POP,A,1962,2.952193695,
KOR,ELDLYPOP,TOT,PC_POP,A,1963,2.993821342,
KOR,ELDLYPOP,TOT,PC_POP,A,1964,3.020048309,
KOR,ELDLYPOP,TOT,PC_POP,A,1965,3.069475724,
KOR,ELDLYPOP,TOT,PC_POP,A,1966,3.148007559,
KOR,ELDLYPOP,TOT,PC_POP,A,1967,3.07963401,
KOR,ELDLYPOP,TOT,PC_POP,A,1968,3.025254114,
KOR,ELDLYPOP,TOT,PC_POP,A,1969,3.007021942,
KOR,ELDLYPOP,TOT,PC_POP,A,1970,3.074697805,
KOR,ELDLYPOP,TOT,PC_POP,A,1971,3.206923007,
KOR,ELDLYPOP,TOT,PC_POP,A,1972,3.117878948,
KOR,ELDLYPOP,TOT,PC_POP,A,1973,3.158810936,
KOR,ELDLYPOP,TOT,PC_POP,A,1974,3.229855323,
KOR,ELDLYPOP,TOT,PC_POP,A,1975,3.45074258,
KOR,ELDLYPOP,TOT,PC_POP,A,1976,3.520683404,
KOR,ELDLYPOP,TOT,PC_POP,A,1977,3.595972129,
KOR,ELDLYPOP,TOT,PC_POP,A,1978,3.671062805,
KOR,ELDLYPOP,TOT,PC_POP,A,1979,3.743094704,
KOR,ELDLYPOP,TOT,PC_POP,A,1980,3.819225667,
KOR,ELDLYPOP,TOT,PC_POP,A,1981,3.868939403,
KOR,ELDLYPOP,TOT,PC_POP,A,1982,3.965318217,
KOR,ELDLYPOP,TOT,PC_POP,A,1983,4.045396384,
KOR,ELDLYPOP,TOT,PC_POP,A,1984,4.142000749,
KOR,ELDLYPOP,TOT,PC_POP,A,1985,4.268636788,
KOR,ELDLYPOP,TOT,PC_POP,A,1986,4.369268316,
KOR,ELDLYPOP,TOT,PC_POP,A,1987,4.508293632,
KOR,ELDLYPOP,TOT,PC_POP,A,1988,4.667622638,
KOR,ELDLYPOP,TOT,PC_POP,A,1989,4.83635224,
KOR,ELDLYPOP,TOT,PC_POP,A,1990,5.120412208,
KOR,ELDLYPOP,TOT,PC_POP,A,1991,5.234794196,
KOR,ELDLYPOP,TOT,PC_POP,A,1992,5.362206358,
KOR,ELDLYPOP,TOT,PC_POP,A,1993,5.514229014,
KOR,ELDLYPOP,TOT,PC_POP,A,1994,5.695350116,
KOR,ELDLYPOP,TOT,PC_POP,A,1995,5.89149653,
KOR,ELDLYPOP,TOT,PC_POP,A,1996,6.139267621,
KOR,ELDLYPOP,TOT,PC_POP,A,1997,6.374500093,
KOR,ELDLYPOP,TOT,PC_POP,A,1998,6.630557076,
KOR,ELDLYPOP,TOT,PC_POP,A,1999,6.91507033,
KOR,ELDLYPOP,TOT,PC_POP,A,2000,7.221936657,
KOR,ELDLYPOP,TOT,PC_POP,A,2001,7.538342067,
KOR,ELDLYPOP,TOT,PC_POP,A,2002,7.885330711,
KOR,ELDLYPOP,TOT,PC_POP,A,2003,8.226503075,
KOR,ELDLYPOP,TOT,PC_POP,A,2004,8.590030402,
KOR,ELDLYPOP,TOT,PC_POP,A,2005,8.967160664,
KOR,ELDLYPOP,TOT,PC_POP,A,2006,9.343463225,
KOR,ELDLYPOP,TOT,PC_POP,A,2007,9.778800837,
KOR,ELDLYPOP,TOT,PC_POP,A,2008,10.16944592,
KOR,ELDLYPOP,TOT,PC_POP,A,2009,10.49911439,
KOR,ELDLYPOP,TOT,PC_POP,A,2010,10.82878652,
KOR,ELDLYPOP,TOT,PC_POP,A,2011,11.04435385,
KOR,ELDLYPOP,TOT,PC_POP,A,2012,11.48754161,
KOR,ELDLYPOP,TOT,PC_POP,A,2013,11.9428737,
KOR,ELDLYPOP,TOT,PC_POP,A,2014,12.3695355,
KOR,ELDLYPOP,TOT,PC_POP,A,2015,12.82206174,
KOR,ELDLYPOP,TOT,PC_POP,A,2016,13.19284039,
KOR,ELDLYPOP,TOT,PC_POP,A,2017,13.7573931,
KOR,ELDLYPOP,TOT,PC_POP,A,2018,14.28529546,
KOR,ELDLYPOP,TOT,PC_POP,A,2019,14.86183147,
KOR,ELDLYPOP,TOT,PC_POP,A,2020,15.69204547,
LUX,ELDLYPOP,TOT,PC_POP,A,1950,9.798483134,
LUX,ELDLYPOP,TOT,PC_POP,A,1951,10.02644551,
LUX,ELDLYPOP,TOT,PC_POP,A,1952,10.19899833,
LUX,ELDLYPOP,TOT,PC_POP,A,1953,10.34138511,
LUX,ELDLYPOP,TOT,PC_POP,A,1954,10.46238412,
LUX,ELDLYPOP,TOT,PC_POP,A,1955,10.56928147,
LUX,ELDLYPOP,TOT,PC_POP,A,1956,10.6392822,
LUX,ELDLYPOP,TOT,PC_POP,A,1957,10.69639165,
LUX,ELDLYPOP,TOT,PC_POP,A,1958,10.74234992,
LUX,ELDLYPOP,TOT,PC_POP,A,1959,10.78377677,
LUX,ELDLYPOP,TOT,PC_POP,A,1960,10.82346584,
LUX,ELDLYPOP,TOT,PC_POP,A,1961,10.96907113,
LUX,ELDLYPOP,TOT,PC_POP,A,1962,11.10511726,
LUX,ELDLYPOP,TOT,PC_POP,A,1963,11.2371926,
LUX,ELDLYPOP,TOT,PC_POP,A,1964,11.37402248,
LUX,ELDLYPOP,TOT,PC_POP,A,1965,11.52168646,
LUX,ELDLYPOP,TOT,PC_POP,A,1966,11.74798374,
LUX,ELDLYPOP,TOT,PC_POP,A,1967,11.96886014,
LUX,ELDLYPOP,TOT,PC_POP,A,1968,12.17941274,
LUX,ELDLYPOP,TOT,PC_POP,A,1969,12.3794317,
LUX,ELDLYPOP,TOT,PC_POP,A,1970,12.53545378,
LUX,ELDLYPOP,TOT,PC_POP,A,1971,12.6308719,
LUX,ELDLYPOP,TOT,PC_POP,A,1972,12.75302943,
LUX,ELDLYPOP,TOT,PC_POP,A,1973,12.89599087,
LUX,ELDLYPOP,TOT,PC_POP,A,1974,12.96778754,
LUX,ELDLYPOP,TOT,PC_POP,A,1975,13.02489755,
LUX,ELDLYPOP,TOT,PC_POP,A,1976,13.10433346,
LUX,ELDLYPOP,TOT,PC_POP,A,1977,13.26558851,
LUX,ELDLYPOP,TOT,PC_POP,A,1978,13.46288777,
LUX,ELDLYPOP,TOT,PC_POP,A,1979,13.59712944,
LUX,ELDLYPOP,TOT,PC_POP,A,1980,13.64540082,
LUX,ELDLYPOP,TOT,PC_POP,A,1981,13.58390445,
LUX,ELDLYPOP,TOT,PC_POP,A,1982,13.46829902,
LUX,ELDLYPOP,TOT,PC_POP,A,1983,13.33539375,
LUX,ELDLYPOP,TOT,PC_POP,A,1984,13.23207567,
LUX,ELDLYPOP,TOT,PC_POP,A,1985,13.24872446,
LUX,ELDLYPOP,TOT,PC_POP,A,1986,13.31056538,
LUX,ELDLYPOP,TOT,PC_POP,A,1987,13.3288919,
LUX,ELDLYPOP,TOT,PC_POP,A,1988,13.37100013,
LUX,ELDLYPOP,TOT,PC_POP,A,1989,13.39980641,
LUX,ELDLYPOP,TOT,PC_POP,A,1990,13.42020704,
LUX,ELDLYPOP,TOT,PC_POP,A,1991,13.49254132,
LUX,ELDLYPOP,TOT,PC_POP,A,1992,13.58897012,
LUX,ELDLYPOP,TOT,PC_POP,A,1993,13.70354809,
LUX,ELDLYPOP,TOT,PC_POP,A,1994,13.8456422,
LUX,ELDLYPOP,TOT,PC_POP,A,1995,14.00648516,
LUX,ELDLYPOP,TOT,PC_POP,A,1996,14.15283371,
LUX,ELDLYPOP,TOT,PC_POP,A,1997,14.23588594,
LUX,ELDLYPOP,TOT,PC_POP,A,1998,14.27199028,
LUX,ELDLYPOP,TOT,PC_POP,A,1999,14.2816656,
LUX,ELDLYPOP,TOT,PC_POP,A,2000,14.07714364,
LUX,ELDLYPOP,TOT,PC_POP,A,2001,13.91346298,
LUX,ELDLYPOP,TOT,PC_POP,A,2002,13.98605004,
LUX,ELDLYPOP,TOT,PC_POP,A,2003,14.00738664,
